sku_id,date,qty
SKU-1001,2026-03-19+062,86
SKU-1001,2026-03-19+063,95
SKU-1001,2026-03-19+064,137
SKU-1001,2026-03-19+065,125
SKU-1001,2026-03-19+066,167
SKU-1001,2026-03-19+067,161
SKU-1001,2026-03-19+068,124
SKU-1001,2026-03-19+069,114
SKU-1001,2026-03-19+070,110
SKU-1001,2026-03-19+071,159
SKU-1001,2026-03-19+072,165
SKU-1001,2026-03-19+073,156
SKU-1001,2026-03-19+074,147
SKU-1001,2026-03-19+075,117
SKU-1001,2026-03-19+076,118
SKU-1001,2026-03-19+077,97
SKU-1001,2026-03-19+078,124
SKU-1001,2026-03-19+079,169
SKU-1001,2026-03-19+080,155
SKU-1001,2026-03-19+081,154
SKU-1001,2026-03-19+082,102
SKU-1001,2026-03-19+083,93
SKU-1001,2026-03-19+084,98
SKU-1001,2026-03-19+085,133
SKU-1001,2026-03-19+086,179
SKU-1001,2026-03-19+087,171
SKU-1001,2026-03-19+088,166
SKU-1001,2026-03-19+089,135
SKU-1001,2026-03-19+090,122
SKU-1001,2026-03-19+091,117
SKU-1001,2026-03-19+092,132
SKU-1001,2026-03-19+093,139
SKU-1001,2026-03-19+094,192
SKU-1001,2026-03-19+095,170
SKU-1001,2026-03-19+096,154
SKU-1001,2026-03-19+097,109
SKU-1001,2026-03-19+098,132
SKU-1001,2026-03-19+099,124
SKU-1001,2026-03-19+100,190
SKU-1001,2026-03-19+101,178
SKU-1001,2026-03-19+102,154
SKU-1001,2026-03-19+103,117
SKU-1001,2026-03-19+104,108
SKU-1001,2026-03-19+105,127
SKU-1001,2026-03-19+106,143
SKU-1001,2026-03-19+107,175
SKU-1001,2026-03-19+108,126
SKU-1001,2026-03-19+109,180
SKU-1001,2026-03-19+110,146
SKU-1001,2026-03-19+111,104
SKU-1001,2026-03-19+112,101
SKU-1001,2026-03-19+113,132
SKU-1001,2026-03-19+114,197
SKU-1001,2026-03-19+115,156
SKU-1001,2026-03-19+116,159
SKU-1001,2026-03-19+117,161
SKU-1001,2026-03-19+118,107
SKU-1001,2026-03-19+119,105
SKU-1001,2026-03-19+120,135
SKU-1001,2026-03-19+121,140
SKU-1001,2026-03-19+122,185
SKU-1001,2026-03-19+123,145
SKU-1001,2026-03-19+124,154
SKU-1001,2026-03-19+125,114
SKU-1001,2026-03-19+126,142
SKU-1001,2026-03-19+127,139
SKU-1001,2026-03-19+128,193
SKU-1001,2026-03-19+129,154
SKU-1001,2026-03-19+130,168
SKU-1001,2026-03-19+131,146
SKU-1001,2026-03-19+132,139
SKU-1001,2026-03-19+133,90
SKU-1001,2026-03-19+134,152
SKU-1001,2026-03-19+135,179
SKU-1001,2026-03-19+136,218
SKU-1001,2026-03-19+137,187
SKU-1001,2026-03-19+138,143
SKU-1001,2026-03-19+139,109
SKU-1001,2026-03-19+140,97
SKU-1001,2026-03-19+141,140
SKU-1001,2026-03-19+142,165
SKU-1001,2026-03-19+143,231
SKU-1001,2026-03-19+144,161
SKU-1001,2026-03-19+145,149
SKU-1001,2026-03-19+146,95
SKU-1001,2026-03-19+147,109
SKU-1001,2026-03-19+148,143
SKU-1001,2026-03-19+149,188
SKU-1001,2026-03-19+150,220
SKU-1001,2026-03-19+151,175
SKU-1001,2026-03-19+152,125
SKU-1001,2026-03-19+153,125
SKU-1001,2026-03-19+154,123
SKU-1001,2026-03-19+155,148
SKU-1001,2026-03-19+156,158
SKU-1001,2026-03-19+157,215
SKU-1001,2026-03-19+158,179
SKU-1001,2026-03-19+159,159
SKU-1001,2026-03-19+160,137
SKU-1001,2026-03-19+161,125
SKU-1001,2026-03-19+162,146
SKU-1001,2026-03-19+163,219
SKU-1001,2026-03-19+164,196
SKU-1001,2026-03-19+165,173
SKU-1001,2026-03-19+166,150
SKU-1001,2026-03-19+167,142
SKU-1001,2026-03-19+168,119
SKU-1001,2026-03-19+169,151
SKU-1001,2026-03-19+170,201
SKU-1001,2026-03-19+171,181
SKU-1001,2026-03-19+172,143
SKU-1001,2026-03-19+173,154
SKU-1001,2026-03-19+174,125
SKU-1001,2026-03-19+175,110
SKU-1001,2026-03-19+176,159
SKU-1001,2026-03-19+177,190
SKU-1001,2026-03-19+178,171
SKU-1001,2026-03-19+179,194
SKU-1002,2026-03-19+000,71
SKU-1002,2026-03-19+001,72
SKU-1002,2026-03-19+002,114
SKU-1002,2026-03-19+003,118
SKU-1002,2026-03-19+004,102
SKU-1002,2026-03-19+005,98
SKU-1002,2026-03-19+006,79
SKU-1002,2026-03-19+007,68
SKU-1002,2026-03-19+008,93
SKU-1002,2026-03-19+009,123
SKU-1002,2026-03-19+010,110
SKU-1002,2026-03-19+011,118
SKU-1002,2026-03-19+012,93
SKU-1002,2026-03-19+013,96
SKU-1002,2026-03-19+014,57
SKU-1002,2026-03-19+015,97
SKU-1002,2026-03-19+016,106
SKU-1002,2026-03-19+017,119
SKU-1002,2026-03-19+018,139
SKU-1002,2026-03-19+019,93
SKU-1002,2026-03-19+020,96
SKU-1002,2026-03-19+021,70
SKU-1002,2026-03-19+022,94
SKU-1002,2026-03-19+023,104
SKU-1002,2026-03-19+024,111
SKU-1002,2026-03-19+025,115
SKU-1002,2026-03-19+026,91
SKU-1002,2026-03-19+027,78
SKU-1002,2026-03-19+028,56
SKU-1002,2026-03-19+029,112
SKU-1002,2026-03-19+030,109
SKU-1002,2026-03-19+031,148
SKU-1002,2026-03-19+032,101
SKU-1002,2026-03-19+033,98
SKU-1002,2026-03-19+034,106
SKU-1002,2026-03-19+035,68
SKU-1002,2026-03-19+036,75
SKU-1002,2026-03-19+037,105
SKU-1002,2026-03-19+038,130
SKU-1002,2026-03-19+039,125
SKU-1002,2026-03-19+040,110
SKU-1002,2026-03-19+041,75
SKU-1002,2026-03-19+042,61
SKU-1002,2026-03-19+043,87
SKU-1002,2026-03-19+044,130
SKU-1002,2026-03-19+045,131
SKU-1002,2026-03-19+046,89
SKU-1002,2026-03-19+047,95
SKU-1002,2026-03-19+048,91
SKU-1002,2026-03-19+049,96
SKU-1002,2026-03-19+050,99
SKU-1002,2026-03-19+051,118
SKU-1002,2026-03-19+052,106
SKU-1002,2026-03-19+053,105
SKU-1002,2026-03-19+054,97
SKU-1002,2026-03-19+055,83
SKU-1002,2026-03-19+056,82
SKU-1002,2026-03-19+057,88
SKU-1002,2026-03-19+058,99
SKU-1002,2026-03-19+059,114
SKU-1002,2026-03-19+060,102
SKU-1002,2026-03-19+061,105
SKU-1002,2026-03-19+062,57
SKU-1002,2026-03-19+063,74
SKU-1002,2026-03-19+064,99
SKU-1002,2026-03-19+065,136
SKU-1002,2026-03-19+066,128
SKU-1002,2026-03-19+067,133
SKU-1002,2026-03-19+068,93
SKU-1002,2026-03-19+069,72
SKU-1002,2026-03-19+070,72
SKU-1002,2026-03-19+071,111
SKU-1002,2026-03-19+072,130
SKU-1002,2026-03-19+073,135
SKU-1002,2026-03-19+074,167
SKU-1002,2026-03-19+075,98
SKU-1002,2026-03-19+076,86
SKU-1002,2026-03-19+077,81
SKU-1002,2026-03-19+078,92
SKU-1002,2026-03-19+079,149
SKU-1002,2026-03-19+080,151
SKU-1002,2026-03-19+081,100
SKU-1002,2026-03-19+082,94
SKU-1002,2026-03-19+083,85
SKU-1002,2026-03-19+084,86
SKU-1002,2026-03-19+085,80
SKU-1002,2026-03-19+086,86
SKU-1002,2026-03-19+087,99
SKU-1002,2026-03-19+088,120
SKU-1002,2026-03-19+089,98
SKU-1002,2026-03-19+090,85
SKU-1002,2026-03-19+091,72
SKU-1002,2026-03-19+092,82
SKU-1002,2026-03-19+093,90
SKU-1002,2026-03-19+094,135
SKU-1002,2026-03-19+095,127
SKU-1002,2026-03-19+096,112
SKU-1002,2026-03-19+097,89
SKU-1002,2026-03-19+098,78
SKU-1002,2026-03-19+099,112
SKU-1002,2026-03-19+100,117
SKU-1002,2026-03-19+101,120
SKU-1002,2026-03-19+102,115
SKU-1002,2026-03-19+103,94
SKU-1002,2026-03-19+104,61
SKU-1002,2026-03-19+105,82
SKU-1002,2026-03-19+106,100
SKU-1002,2026-03-19+107,115
SKU-1002,2026-03-19+108,120
SKU-1002,2026-03-19+109,129
SKU-1002,2026-03-19+110,123
SKU-1002,2026-03-19+111,83
SKU-1002,2026-03-19+112,76
SKU-1002,2026-03-19+113,91
SKU-1002,2026-03-19+114,120
SKU-1002,2026-03-19+115,112
SKU-1002,2026-03-19+116,122
SKU-1002,2026-03-19+117,103
SKU-1002,2026-03-19+118,102
SKU-1002,2026-03-19+119,91
SKU-1002,2026-03-19+120,111
SKU-1002,2026-03-19+121,111
SKU-1002,2026-03-19+122,144
SKU-1002,2026-03-19+123,108
SKU-1002,2026-03-19+124,107
SKU-1002,2026-03-19+125,88
SKU-1002,2026-03-19+126,74
SKU-1002,2026-03-19+127,123
SKU-1002,2026-03-19+128,130
SKU-1002,2026-03-19+129,103
SKU-1002,2026-03-19+130,134
SKU-1002,2026-03-19+131,98
SKU-1002,2026-03-19+132,84
SKU-1002,2026-03-19+133,87
SKU-1002,2026-03-19+134,104
SKU-1002,2026-03-19+135,93
SKU-1002,2026-03-19+136,116
SKU-1002,2026-03-19+137,138
SKU-1002,2026-03-19+138,120
SKU-1002,2026-03-19+139,104
SKU-1002,2026-03-19+140,101
SKU-1002,2026-03-19+141,76
SKU-1002,2026-03-19+142,135
SKU-1002,2026-03-19+143,104
SKU-1002,2026-03-19+144,152
SKU-1002,2026-03-19+145,108
SKU-1002,2026-03-19+146,74
SKU-1002,2026-03-19+147,104
SKU-1002,2026-03-19+148,109
SKU-1002,2026-03-19+149,96
SKU-1002,2026-03-19+150,141
SKU-1002,2026-03-19+151,117
SKU-1002,2026-03-19+152,107
SKU-1002,2026-03-19+153,81
SKU-1002,2026-03-19+154,98
SKU-1002,2026-03-19+155,84
SKU-1002,2026-03-19+156,130
SKU-1002,2026-03-19+157,167
SKU-1002,2026-03-19+158,116
SKU-1002,2026-03-19+159,109
SKU-1002,2026-03-19+160,88
SKU-1002,2026-03-19+161,78
SKU-1002,2026-03-19+162,110
SKU-1002,2026-03-19+163,127
SKU-1002,2026-03-19+164,122
SKU-1002,2026-03-19+165,157
SKU-1002,2026-03-19+166,117
SKU-1002,2026-03-19+167,85
SKU-1002,2026-03-19+168,79
SKU-1002,2026-03-19+169,93
SKU-1002,2026-03-19+170,145
SKU-1002,2026-03-19+171,137
SKU-1002,2026-03-19+172,138
SKU-1002,2026-03-19+173,105
SKU-1002,2026-03-19+174,94
SKU-1002,2026-03-19+175,84
SKU-1002,2026-03-19+176,113
SKU-1002,2026-03-19+177,125
SKU-1002,2026-03-19+178,154
SKU-1002,2026-03-19+179,142
SKU-1003,2026-03-19+000,106
SKU-1003,2026-03-19+001,116
SKU-1003,2026-03-19+002,142
SKU-1003,2026-03-19+003,160
SKU-1003,2026-03-19+004,145
SKU-1003,2026-03-19+005,149
SKU-1003,2026-03-19+006,110
SKU-1003,2026-03-19+007,128
SKU-1003,2026-03-19+008,166
SKU-1003,2026-03-19+009,161
SKU-1003,2026-03-19+010,143
SKU-1003,2026-03-19+011,158
SKU-1003,2026-03-19+012,135
SKU-1003,2026-03-19+013,91
SKU-1003,2026-03-19+014,105
SKU-1003,2026-03-19+015,135
SKU-1003,2026-03-19+016,152
SKU-1003,2026-03-19+017,161
SKU-1003,2026-03-19+018,151
SKU-1003,2026-03-19+019,166
SKU-1003,2026-03-19+020,109
SKU-1003,2026-03-19+021,98
SKU-1003,2026-03-19+022,126
SKU-1003,2026-03-19+023,181
SKU-1003,2026-03-19+024,163
SKU-1003,2026-03-19+025,176
SKU-1003,2026-03-19+026,149
SKU-1003,2026-03-19+027,122
SKU-1003,2026-03-19+028,128
SKU-1003,2026-03-19+029,123
SKU-1003,2026-03-19+030,185
SKU-1003,2026-03-19+031,162
SKU-1003,2026-03-19+032,159
SKU-1003,2026-03-19+033,158
SKU-1003,2026-03-19+034,123
SKU-1003,2026-03-19+035,110
SKU-1003,2026-03-19+036,114
SKU-1003,2026-03-19+037,175
SKU-1003,2026-03-19+038,166
SKU-1003,2026-03-19+039,150
SKU-1003,2026-03-19+040,128
SKU-1003,2026-03-19+041,116
SKU-1003,2026-03-19+042,82
SKU-1003,2026-03-19+043,139
SKU-1003,2026-03-19+044,168
SKU-1003,2026-03-19+045,168
SKU-1003,2026-03-19+046,190
SKU-1003,2026-03-19+047,149
SKU-1003,2026-03-19+048,105
SKU-1003,2026-03-19+049,102
SKU-1003,2026-03-19+050,145
SKU-1003,2026-03-19+051,135
SKU-1003,2026-03-19+052,174
SKU-1003,2026-03-19+053,157
SKU-1003,2026-03-19+054,141
SKU-1003,2026-03-19+055,117
SKU-1003,2026-03-19+056,112
SKU-1003,2026-03-19+057,153
SKU-1003,2026-03-19+058,170
SKU-1003,2026-03-19+059,175
SKU-1003,2026-03-19+060,146
SKU-1003,2026-03-19+061,153
SKU-1003,2026-03-19+062,122
SKU-1003,2026-03-19+063,131
SKU-1003,2026-03-19+064,123
SKU-1003,2026-03-19+065,167
SKU-1003,2026-03-19+066,181
SKU-1003,2026-03-19+067,169
SKU-1003,2026-03-19+068,141
SKU-1003,2026-03-19+069,91
SKU-1003,2026-03-19+070,124
SKU-1003,2026-03-19+071,146
SKU-1003,2026-03-19+072,190
SKU-1003,2026-03-19+073,233
SKU-1003,2026-03-19+074,165
SKU-1003,2026-03-19+075,141
SKU-1003,2026-03-19+076,115
SKU-1003,2026-03-19+077,139
SKU-1003,2026-03-19+078,108
SKU-1003,2026-03-19+079,178
SKU-1003,2026-03-19+080,152
SKU-1003,2026-03-19+081,119
SKU-1003,2026-03-19+082,108
SKU-1003,2026-03-19+083,97
SKU-1003,2026-03-19+084,128
SKU-1003,2026-03-19+085,123
SKU-1003,2026-03-19+086,164
SKU-1003,2026-03-19+087,159
SKU-1003,2026-03-19+088,186
SKU-1003,2026-03-19+089,124
SKU-1003,2026-03-19+090,135
SKU-1003,2026-03-19+091,100
SKU-1003,2026-03-19+092,125
SKU-1003,2026-03-19+093,172
SKU-1003,2026-03-19+094,186
SKU-1003,2026-03-19+095,204
SKU-1003,2026-03-19+096,146
SKU-1003,2026-03-19+097,100
SKU-1003,2026-03-19+098,107
SKU-1003,2026-03-19+099,129
SKU-1003,2026-03-19+100,185
SKU-1003,2026-03-19+101,195
SKU-1003,2026-03-19+102,173
SKU-1003,2026-03-19+103,159
SKU-1003,2026-03-19+104,110
SKU-1003,2026-03-19+105,113
SKU-1003,2026-03-19+106,142
SKU-1003,2026-03-19+107,202
SKU-1003,2026-03-19+108,185
SKU-1003,2026-03-19+109,168
SKU-1003,2026-03-19+110,127
SKU-1003,2026-03-19+111,128
SKU-1003,2026-03-19+112,107
SKU-1003,2026-03-19+113,145
SKU-1003,2026-03-19+114,133
SKU-1003,2026-03-19+115,212
SKU-1003,2026-03-19+116,148
SKU-1003,2026-03-19+117,132
SKU-1003,2026-03-19+118,133
SKU-1003,2026-03-19+119,97
SKU-1003,2026-03-19+120,139
SKU-1003,2026-03-19+121,174
SKU-1003,2026-03-19+122,166
SKU-1003,2026-03-19+123,206
SKU-1003,2026-03-19+124,172
SKU-1003,2026-03-19+125,91
SKU-1003,2026-03-19+126,96
SKU-1003,2026-03-19+127,154
SKU-1003,2026-03-19+128,146
SKU-1003,2026-03-19+129,181
SKU-1003,2026-03-19+130,181
SKU-1003,2026-03-19+131,159
SKU-1003,2026-03-19+132,116
SKU-1003,2026-03-19+133,118
SKU-1003,2026-03-19+134,128
SKU-1003,2026-03-19+135,201
SKU-1003,2026-03-19+136,179
SKU-1003,2026-03-19+137,186
SKU-1003,2026-03-19+138,138
SKU-1003,2026-03-19+139,121
SKU-1003,2026-03-19+140,115
SKU-1003,2026-03-19+141,139
SKU-1003,2026-03-19+142,153
SKU-1003,2026-03-19+143,210
SKU-1003,2026-03-19+144,210
SKU-1003,2026-03-19+145,152
SKU-1003,2026-03-19+146,131
SKU-1003,2026-03-19+147,130
SKU-1003,2026-03-19+148,158
SKU-1003,2026-03-19+149,182
SKU-1003,2026-03-19+150,197
SKU-1003,2026-03-19+151,199
SKU-1003,2026-03-19+152,150
SKU-1003,2026-03-19+153,107
SKU-1003,2026-03-19+154,119
SKU-1003,2026-03-19+155,111
SKU-1003,2026-03-19+156,176
SKU-1003,2026-03-19+157,203
SKU-1003,2026-03-19+158,208
SKU-1003,2026-03-19+159,152
SKU-1003,2026-03-19+160,135
SKU-1003,2026-03-19+161,119
SKU-1003,2026-03-19+162,126
SKU-1003,2026-03-19+163,147
SKU-1003,2026-03-19+164,171
SKU-1003,2026-03-19+165,152
SKU-1003,2026-03-19+166,161
SKU-1003,2026-03-19+167,119
SKU-1003,2026-03-19+168,128
SKU-1003,2026-03-19+169,145
SKU-1003,2026-03-19+170,200
SKU-1003,2026-03-19+171,220
SKU-1003,2026-03-19+172,169
SKU-1003,2026-03-19+173,145
SKU-1003,2026-03-19+174,115
SKU-1003,2026-03-19+175,97
SKU-1003,2026-03-19+176,157
SKU-1003,2026-03-19+177,204
SKU-1003,2026-03-19+178,195
SKU-1003,2026-03-19+179,173
SKU-1004,2026-03-19+000,191
SKU-1004,2026-03-19+001,146
SKU-1004,2026-03-19+002,256
SKU-1004,2026-03-19+003,280
SKU-1004,2026-03-19+004,240
SKU-1004,2026-03-19+005,248
SKU-1004,2026-03-19+006,193
SKU-1004,2026-03-19+007,164
SKU-1004,2026-03-19+008,202
SKU-1004,2026-03-19+009,240
SKU-1004,2026-03-19+010,259
SKU-1004,2026-03-19+011,218
SKU-1004,2026-03-19+012,248
SKU-1004,2026-03-19+013,195
SKU-1004,2026-03-19+014,186
SKU-1004,2026-03-19+015,178
SKU-1004,2026-03-19+016,315
SKU-1004,2026-03-19+017,342
SKU-1004,2026-03-19+018,265
SKU-1004,2026-03-19+019,190
SKU-1004,2026-03-19+020,156
SKU-1004,2026-03-19+021,178
SKU-1004,2026-03-19+022,183
SKU-1004,2026-03-19+023,252
SKU-1004,2026-03-19+024,313
SKU-1004,2026-03-19+025,213
SKU-1004,2026-03-19+026,265
SKU-1004,2026-03-19+027,207
SKU-1004,2026-03-19+028,145
SKU-1004,2026-03-19+029,171
SKU-1004,2026-03-19+030,245
SKU-1004,2026-03-19+031,243
SKU-1004,2026-03-19+032,252
SKU-1004,2026-03-19+033,148
SKU-1004,2026-03-19+034,170
SKU-1004,2026-03-19+035,208
SKU-1004,2026-03-19+036,178
SKU-1004,2026-03-19+037,246
SKU-1004,2026-03-19+038,229
SKU-1004,2026-03-19+039,281
SKU-1004,2026-03-19+040,209
SKU-1004,2026-03-19+041,216
SKU-1004,2026-03-19+042,175
SKU-1004,2026-03-19+043,197
SKU-1004,2026-03-19+044,271
SKU-1004,2026-03-19+045,262
SKU-1004,2026-03-19+046,219
SKU-1004,2026-03-19+047,223
SKU-1004,2026-03-19+048,172
SKU-1004,2026-03-19+049,175
SKU-1004,2026-03-19+050,216
SKU-1004,2026-03-19+051,239
SKU-1004,2026-03-19+052,294
SKU-1004,2026-03-19+053,317
SKU-1004,2026-03-19+054,187
SKU-1004,2026-03-19+055,212
SKU-1004,2026-03-19+056,167
SKU-1004,2026-03-19+057,188
SKU-1004,2026-03-19+058,330
SKU-1004,2026-03-19+059,285
SKU-1004,2026-03-19+060,306
SKU-1004,2026-03-19+061,238
SKU-1004,2026-03-19+062,141
SKU-1004,2026-03-19+063,175
SKU-1004,2026-03-19+064,195
SKU-1004,2026-03-19+065,215
SKU-1004,2026-03-19+066,221
SKU-1004,2026-03-19+067,267
SKU-1004,2026-03-19+068,232
SKU-1004,2026-03-19+069,185
SKU-1004,2026-03-19+070,166
SKU-1004,2026-03-19+071,188
SKU-1004,2026-03-19+072,226
SKU-1004,2026-03-19+073,263
SKU-1004,2026-03-19+074,231
SKU-1004,2026-03-19+075,212
SKU-1004,2026-03-19+076,176
SKU-1004,2026-03-19+077,154
SKU-1004,2026-03-19+078,203
SKU-1004,2026-03-19+079,234
SKU-1004,2026-03-19+080,282
SKU-1004,2026-03-19+081,281
SKU-1004,2026-03-19+082,222
SKU-1004,2026-03-19+083,187
SKU-1004,2026-03-19+084,139
SKU-1004,2026-03-19+085,200
SKU-1004,2026-03-19+086,267
SKU-1004,2026-03-19+087,305
SKU-1004,2026-03-19+088,214
SKU-1004,2026-03-19+089,222
SKU-1004,2026-03-19+090,203
SKU-1004,2026-03-19+091,170
SKU-1004,2026-03-19+092,207
SKU-1004,2026-03-19+093,273
SKU-1004,2026-03-19+094,292
SKU-1004,2026-03-19+095,287
SKU-1004,2026-03-19+096,221
SKU-1004,2026-03-19+097,181
SKU-1004,2026-03-19+098,158
SKU-1004,2026-03-19+099,206
SKU-1004,2026-03-19+100,298
SKU-1004,2026-03-19+101,277
SKU-1004,2026-03-19+102,261
SKU-1004,2026-03-19+103,206
SKU-1004,2026-03-19+104,195
SKU-1004,2026-03-19+105,157
SKU-1004,2026-03-19+106,234
SKU-1004,2026-03-19+107,231
SKU-1004,2026-03-19+108,249
SKU-1004,2026-03-19+109,273
SKU-1004,2026-03-19+110,223
SKU-1004,2026-03-19+111,185
SKU-1004,2026-03-19+112,197
SKU-1004,2026-03-19+113,201
SKU-1004,2026-03-19+114,274
SKU-1004,2026-03-19+115,254
SKU-1004,2026-03-19+116,308
SKU-1004,2026-03-19+117,237
SKU-1004,2026-03-19+118,191
SKU-1004,2026-03-19+119,179
SKU-1004,2026-03-19+120,192
SKU-1004,2026-03-19+121,251
SKU-1004,2026-03-19+122,303
SKU-1004,2026-03-19+123,267
SKU-1004,2026-03-19+124,224
SKU-1004,2026-03-19+125,150
SKU-1004,2026-03-19+126,180
SKU-1004,2026-03-19+127,195
SKU-1004,2026-03-19+128,228
SKU-1004,2026-03-19+129,281
SKU-1004,2026-03-19+130,209
SKU-1004,2026-03-19+131,240
SKU-1004,2026-03-19+132,198
SKU-1004,2026-03-19+133,175
SKU-1004,2026-03-19+134,187
SKU-1004,2026-03-19+135,232
SKU-1004,2026-03-19+136,282
SKU-1004,2026-03-19+137,191
SKU-1004,2026-03-19+138,227
SKU-1004,2026-03-19+139,195
SKU-1004,2026-03-19+140,170
SKU-1004,2026-03-19+141,201
SKU-1004,2026-03-19+142,268
SKU-1004,2026-03-19+143,300
SKU-1004,2026-03-19+144,305
SKU-1004,2026-03-19+145,223
SKU-1004,2026-03-19+146,166
SKU-1004,2026-03-19+147,167
SKU-1004,2026-03-19+148,218
SKU-1004,2026-03-19+149,312
SKU-1004,2026-03-19+150,277
SKU-1004,2026-03-19+151,236
SKU-1004,2026-03-19+152,199
SKU-1004,2026-03-19+153,136
SKU-1004,2026-03-19+154,184
SKU-1004,2026-03-19+155,179
SKU-1004,2026-03-19+156,225
SKU-1004,2026-03-19+157,221
SKU-1004,2026-03-19+158,235
SKU-1004,2026-03-19+159,238
SKU-1004,2026-03-19+160,153
SKU-1004,2026-03-19+161,140
SKU-1004,2026-03-19+162,219
SKU-1004,2026-03-19+163,254
SKU-1004,2026-03-19+164,305
SKU-1004,2026-03-19+165,296
SKU-1004,2026-03-19+166,223
SKU-1004,2026-03-19+167,154
SKU-1004,2026-03-19+168,176
SKU-1004,2026-03-19+169,228
SKU-1004,2026-03-19+170,247
SKU-1004,2026-03-19+171,240
SKU-1004,2026-03-19+172,308
SKU-1004,2026-03-19+173,213
SKU-1004,2026-03-19+174,173
SKU-1004,2026-03-19+175,179
SKU-1004,2026-03-19+176,242
SKU-1004,2026-03-19+177,274
SKU-1004,2026-03-19+178,279
SKU-1004,2026-03-19+179,295
SKU-2001,2026-03-19+000,21
SKU-2001,2026-03-19+001,24
SKU-2001,2026-03-19+002,27
SKU-2001,2026-03-19+003,24
SKU-2001,2026-03-19+004,38
SKU-2001,2026-03-19+005,18
SKU-2001,2026-03-19+006,17
SKU-2001,2026-03-19+007,16
SKU-2001,2026-03-19+008,25
SKU-2001,2026-03-19+009,27
SKU-2001,2026-03-19+010,23
SKU-2001,2026-03-19+011,27
SKU-2001,2026-03-19+012,23
SKU-2001,2026-03-19+013,17
SKU-2001,2026-03-19+014,15
SKU-2001,2026-03-19+015,19
SKU-2001,2026-03-19+016,25
SKU-2001,2026-03-19+017,29
SKU-2001,2026-03-19+018,25
SKU-2001,2026-03-19+019,24
SKU-2001,2026-03-19+020,16
SKU-2001,2026-03-19+021,14
SKU-2001,2026-03-19+022,20
SKU-2001,2026-03-19+023,31
SKU-2001,2026-03-19+024,27
SKU-2001,2026-03-19+025,35
SKU-2001,2026-03-19+026,24
SKU-2001,2026-03-19+027,16
SKU-2001,2026-03-19+028,16
SKU-2001,2026-03-19+029,23
SKU-2001,2026-03-19+030,23
SKU-2001,2026-03-19+031,38
SKU-2001,2026-03-19+032,25
SKU-2001,2026-03-19+033,25
SKU-2001,2026-03-19+034,22
SKU-2001,2026-03-19+035,18
SKU-2001,2026-03-19+036,20
SKU-2001,2026-03-19+037,27
SKU-2001,2026-03-19+038,32
SKU-2001,2026-03-19+039,31
SKU-2001,2026-03-19+040,24
SKU-2001,2026-03-19+041,16
SKU-2001,2026-03-19+042,19
SKU-2001,2026-03-19+043,21
SKU-2001,2026-03-19+044,21
SKU-2001,2026-03-19+045,28
SKU-2001,2026-03-19+046,24
SKU-2001,2026-03-19+047,26
SKU-2001,2026-03-19+048,24
SKU-2001,2026-03-19+049,23
SKU-2001,2026-03-19+050,21
SKU-2001,2026-03-19+051,27
SKU-2001,2026-03-19+052,34
SKU-2001,2026-03-19+053,33
SKU-2001,2026-03-19+054,23
SKU-2001,2026-03-19+055,19
